idx,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,class,lat,lon,desc
2379,5879,6468,6365,6145,6296,6149,5746,5276,4260,3955,3530,3171,3033,2838,2742,2743,2749,3021,3264,3644,5067,4531,5902,0,-26.42475865,30.183285,
2392,5410,6077,6169,5829,6285,6413,5824,5492,4832,4419,4017,3254,3166,2796,2974,2870,2586,3227,5139,5883,5722,5035,6426,0,-30.79588425,29.7540389,
2396,4175,3777,4324,4682,4558,4411,4528,4693,4058,3761,3658,3490,3160,3124,3008,2709,2849,2678,2497,2933,3541,3874,3909,0,-30.25492266,27.48327137,
2400,7212,6832,6955,6274,6905,6943,5412,5220,4742,4570,4062,3581,3718,3376,3729,3271,3456,3536,4193,4725,5196,5113,6899,0,-28.80191591,31.21502274,
2402,5386,5173,6423,6146,7389,5659,4296,3834,3215,3016,2725,2628,2672,2508,2393,2215,2318,2494,2621,2813,3607,3673,5685,0,-27.18234239,28.94483988,
2409,6726,6093,5975,6656,6175,6136,5300,4823,3910,3431,3323,3203,2771,2484,2399,2269,2368,2291,2609,3711,4709,5713,5283,0,-30.1112552,28.25854908,
2414,5828,6335,5239,5120,5976,6085,5974,5890,5101,4432,4693,4358,3642,3331,3669,3225,2729,2931,3745,3935,4904,5488,6638,0,-26.46503587,31.49479227,
2423,7690,7776,8031,8061,8389,8311,8200,7621,7151,6415,5557,5261,4789,4290,4152,4009,3696,3954,5337,6968,8018,7020,7281,0,-28.9778975,31.42055382,
2428,3885,4113,5554,5308,5405,5774,4729,4640,3839,3361,2850,2617,2436,2302,2243,2056,2181,2330,2447,3318,3331,3272,3892,0,-29.41774752,27.51055216,
2437,5354,4919,7004,7070,6153,6057,5014,3954,3239,3037,2738,2551,2521,2311,2479,2195,2360,2415,2676,3657,3941,4196,5193,0,-29.42577319,28.59372244,
2440,8261,7953,8309,7941,8053,7810,7989,7639,4781,4246,3747,3358,3128,3080,3047,2918,3106,3413,3551,4208,6516,6633,7760,0,-26.49125188,29.6651016,
2444,7487,6940,7096,7304,6893,6464,6769,6223,5910,5459,5016,4341,4027,3885,4498,4739,5158,4969,5651,6818,6560,5897,7001,0,-31.09076262,29.81099746,
2448,3841,5228,5556,5229,6750,6512,5780,5206,3940,3101,2612,2230,2180,2162,2371,2063,1991,2273,2221,2439,3434,3810,4038,0,-26.7393958,27.50185897,
2452,3504,3732,7110,6579,6612,7264,6040,4332,3230,2992,2753,2515,2443,2380,2421,2013,2090,2174,2134,2266,2221,2421,4301,0,-27.39649538,27.51809406,
2453,7021,6063,5326,6083,5612,5415,4935,4338,4196,3664,3589,3113,2903,2982,3128,2549,2912,2919,2895,4726,4529,4542,5725,0,-29.83631811,28.52668522,
2454,6930,7142,7376,7589,7398,7334,7430,6894,6663,6468,6071,5292,5026,4717,5011,4445,4457,4980,5969,6625,5968,6715,7524,0,-30.35237616,30.27036227,
2477,6040,6698,7163,6724,7539,6645,6046,4477,3559,3392,3370,2770,2537,2430,2221,2146,2042,2059,2581,2400,3012,3342,3459,2,-26.7671179,28.15757955,
2481,5711,6746,6626,6614,8096,8161,6737,4181,3553,3588,2788,2727,2548,2321,2436,2421,2186,2289,2890,2751,4894,3969,6223,0,-26.40211718,30.33912581,
2487,2925,3394,3492,4847,3629,3928,3237,3507,3073,2588,2393,2123,2032,1892,2362,1982,1899,1955,1947,2553,2301,2522,2587,0,-29.77625359,27.43027277,
2491,7287,7942,7949,7527,7776,7378,7520,6912,6283,6613,6248,4721,4777,4240,4582,4727,4409,4715,5317,6203,6973,6464,7284,0,-28.66517453,31.34712606,
2495,7526,7448,7233,5954,6815,6649,7024,6724,5508,5026,4391,3459,3049,2968,3178,3132,2499,3071,4392,6266,5607,4641,6157,0,-29.38011553,30.52829412,
2514,4518,4153,5833,5087,6222,6328,6122,5041,4187,3203,2654,2237,2140,1961,2163,1983,2023,2016,2076,2944,3718,3410,3600,0,-28.3522759,27.45860837,
2515,5367,4635,5062,5053,5153,5553,4593,4365,3337,2991,2610,2582,2220,2211,2088,2110,1970,2234,2549,2701,3211,3801,5292,0,-28.11807108,30.56439055,
2527,5988,4367,4491,3856,6123,6796,5146,4606,4293,3649,2847,2726,2892,2652,2517,2195,2003,2238,3757,3821,6417,5918,5148,0,-26.99736304,31.88602749,
2535,6841,7060,6986,7030,7722,7628,7315,7504,7407,6868,6283,6238,5473,5284,5353,5429,4527,4834,5446,5327,6544,6388,7243,0,-28.86667484,31.81041654,
2536,7498,7357,7357,6512,5880,6679,6068,5603,4119,3745,3066,2850,2950,2758,2808,2710,2659,3163,4791,5591,6377,6599,7629,0,-27.79615022,30.64954593,
2539,5363,5483,4806,4585,5692,5058,5392,5541,4243,3759,3498,3091,2942,2785,2279,2568,2119,2599,2544,2770,4107,3141,5207,0,-28.58344672,31.1202537,
2554,6866,6627,6729,7391,7699,6831,6462,7425,6330,7129,5748,6359,6110,6142,5774,4979,4970,5241,4996,5656,6876,5929,6062,0,-28.89240937,31.47477746,
2560,6477,6535,6717,6377,6695,6391,6580,5706,5305,4643,4308,3153,3075,2845,3153,2831,3000,3863,5219,5608,6268,5823,6267,0,-30.88800164,29.58784534,
2561,5363,5214,5409,5015,5577,5174,4616,4314,3648,3273,2681,2591,2216,2206,2163,2067,2002,2573,3010,4111,4191,4505,5128,0,-26.7707222,27.60119493,
2564,6693,6660,7417,7016,7387,7310,7046,6727,5789,5324,4424,4226,3724,3378,4075,3244,3227,3978,5096,5661,6662,6752,6979,0,-29.99489364,29.66297737,
2568,7570,6911,6394,5830,6981,7135,7192,6253,5398,5494,4730,4504,4455,4236,4039,3948,2880,3547,3841,4231,4702,4078,5256,0,-28.7632795,31.67217615,
2569,7482,7871,6863,6106,6093,5426,5157,4731,3961,3530,3193,2751,2764,2529,2481,2378,2330,2482,2953,2846,4333,4984,6332,0,-26.82883191,28.37691517,
2570,3461,3673,4427,4701,4853,4799,4547,4423,4110,3368,2751,2718,2932,2348,2596,2131,2357,2256,2294,2393,3778,3551,3876,0,-29.03631454,27.77505915,
2577,6496,6693,6977,7252,7873,7399,5163,4040,3706,2710,2451,2787,2830,2500,2462,2387,2395,2388,2370,2884,3132,2651,4481,0,-28.48589592,28.21574743,
2580,5295,5519,6125,5597,3225,3323,3409,3674,3455,3119,2380,2112,2193,2036,2098,2017,2057,2551,2508,4882,6609,6502,7541,0,-27.8443563,28.25133105,
2581,5212,4382,4868,4733,2706,3067,4179,4752,5131,5701,5704,5001,3719,3246,2727,2507,2257,2348,1933,2853,2466,2629,3661,0,-28.83616813,27.62152117,
2582,5104,5614,6894,6993,7681,7285,5096,3045,2643,2284,2441,2207,2258,2055,2172,1828,1904,2098,1925,2478,2956,3143,4355,0,-27.61636713,28.06785023,
2587,3625,3383,4209,5593,4648,4969,4025,3937,3406,2857,2763,2343,2470,2269,2198,2096,2242,1994,1955,3341,4026,4203,4240,0,-29.93705009,27.40185161,
2589,6121,3601,5008,4907,5289,5723,5064,4407,3561,3203,2694,2664,2885,2528,2167,2389,2031,2371,3066,3239,4456,2717,4684,0,-27.91087941,31.71230584,
2598,6324,6402,8527,8134,6202,4423,3806,3112,2860,2475,2224,2053,2188,1906,1965,1887,1891,2397,2734,4029,4092,4179,6223,2,-27.13157018,28.84336342,
2601,5474,5367,5980,4750,6983,5440,5526,4653,3433,3241,2714,2626,2452,2222,2373,2182,2143,2280,3085,4069,4072,5451,5353,0,-28.32186423,30.09008819,
2619,4416,3206,4148,4316,5798,6235,6130,5081,4193,3434,2864,2627,2498,2248,2388,2211,2150,2260,2176,2802,3618,3148,2766,2,-28.25012579,27.58544487,
2624,4998,4870,5505,5315,7006,6845,5949,4821,4261,3890,3313,3295,3121,3071,2913,2641,2708,2908,2959,2735,3087,3259,5591,0,-28.18608642,31.64047537,
2629,7653,7813,8002,7585,7510,6430,5656,4799,3498,3171,2836,2608,2522,2532,2281,2149,2309,2376,2406,3157,3278,4294,4873,2,-28.03885265,28.18382455,
2632,7067,6718,7992,7203,7482,6971,6291,6326,5720,6237,5556,4392,4548,4210,5077,5056,4578,5328,4993,6880,6766,7312,7158,0,-29.75357521,29.56880694,
2641,5066,4821,5203,4739,5165,5091,4576,4784,4166,3175,3047,2787,2664,2395,2316,2332,1989,2715,3143,5153,4242,4528,5644,0,-30.44058271,29.89450674,
2642,6532,4439,4660,4275,4839,4257,4204,3783,2855,2548,2573,2298,2395,2148,2049,1984,2039,2090,1983,2550,3960,4781,4241,0,-27.64997553,27.74700066,
2643,3781,5979,7943,6815,7448,6770,4936,4019,3320,2679,2311,2260,2141,2083,2252,2108,1867,2083,2047,3228,2889,3439,3632,0,-28.78005003,27.66480721,
2648,4352,3921,5909,5659,7292,7139,6805,6025,4183,3179,2910,2427,2598,2233,2308,2000,2016,2145,2102,2049,2540,2919,3102,2,-27.03381765,27.54346429,
2651,6849,3696,6545,6774,6721,7401,7140,7266,6669,6134,6247,5972,5832,5001,5204,4816,5055,5837,6924,5979,6755,6250,7112,0,-27.46648424,31.62340678,
2659,5016,5385,6465,6651,6607,5773,4607,3528,2916,2334,2224,2225,2177,2085,1912,1866,1916,1885,2018,2160,2182,2342,4972,0,-27.64338681,27.48561736,
2662,6931,7213,6150,5908,6208,5728,5889,6018,5737,4780,3935,3257,2711,2898,3075,2824,2897,3222,4373,6084,4935,4972,6691,0,-29.52155816,30.22715658,
2666,7322,7464,7268,7439,7284,7255,6349,5697,4187,3922,3661,3034,2752,2714,2708,2742,2789,2958,3299,4906,4699,5609,6336,0,-29.63011313,28.0477103,
2671,6684,7149,6079,5970,6269,6004,6392,5705,4853,4197,3809,3368,3378,3131,3031,2884,2620,2868,3855,4278,5428,4611,6354,0,-27.79644097,30.87262035,
2681,3510,3574,4860,5572,5516,5035,4785,4358,3924,4074,3219,2831,2676,2566,2671,2638,2624,2588,2512,3393,3494,4304,3489,0,-29.1704706,27.68418616,
2683,6128,5621,4355,3671,6145,5796,4444,3835,3344,3008,2913,2526,2410,2258,2416,2252,2067,2390,2699,2861,3006,2941,5649,0,-28.34516737,31.6121497,
2690,4177,5123,5464,5532,6024,5472,5337,5782,5477,4574,4325,3722,4076,3108,3205,2924,2703,2322,2559,2912,4183,5578,5636,0,-31.08735861,27.37211702,
2696,6304,6219,6307,5826,6151,6612,5499,5242,4818,3704,3262,3488,2894,2887,2627,2516,2342,2653,3083,3225,5130,4394,6036,0,-27.22001729,31.20632109,
2698,5663,4799,5042,5044,5601,5062,5578,5133,4238,3493,3238,2995,2819,2711,2584,2412,2224,2229,2641,2920,2758,2734,4702,0,-28.59156347,30.47359803,
2703,7105,7062,7373,7697,7645,7411,7058,7384,7294,7120,6590,6023,5785,5644,6031,5825,6206,5875,6458,7478,6538,6411,7425,0,-31.00221569,30.24723604,
2707,4006,3932,5272,5491,6031,5384,4963,4384,3717,3250,2980,2750,2386,2366,2410,2224,2481,2339,2498,3112,3236,3102,3644,0,-29.31166362,27.61022251,
2709,7152,7679,8254,8007,7555,7339,6575,5620,4111,3812,3469,2678,2614,2759,2542,2425,2443,2432,2568,3057,3434,4790,7649,0,-28.73120128,29.33076347,
2713,5773,6791,6386,6398,6401,6098,5936,5229,4878,3795,3553,3117,2676,2879,2789,2722,2774,2636,3254,4365,4114,5235,5589,0,-30.44903702,28.46637162,
2719,8049,7201,6425,6095,4247,3638,3194,2781,2454,2394,2568,2292,2351,2256,2176,2091,2003,2111,2072,2353,4700,6466,7433,2,-27.00722213,28.37440038,
2722,5804,6119,6502,6327,6297,6240,5072,4134,3208,2677,2635,2555,2300,2181,2348,2121,2231,2469,3428,3999,4815,4791,6172,0,-27.18719551,28.80769155,
2726,5126,5579,5756,5389,5596,5492,5162,3903,3369,2992,2775,2493,2315,2436,1969,2102,1920,1972,2199,2434,3288,4198,4376,0,-28.88953916,30.32657526,
2727,6012,6148,5914,5639,6012,5461,5288,4320,3725,3094,2889,2744,2553,2256,2484,2308,2245,2480,3132,3356,4201,4591,4919,0,-28.08827925,30.44912859,
2736,7358,6806,7242,7235,6507,7101,7301,6909,7674,6985,6791,6570,5511,6522,6145,5418,4141,5256,6790,5888,7448,6250,6828,0,-31.02005978,30.14915874,
2747,5185,3700,5208,4454,5795,5101,5128,4413,4172,3389,3074,2779,2597,2769,2440,2437,2285,2435,3243,2929,3179,3373,3624,0,-28.35619181,30.70092096,
2748,4981,5256,8151,8277,8447,4854,3685,2805,2318,2219,2159,2074,2075,1971,2038,1862,1942,2171,2424,4348,3651,5362,8108,2,-27.39735968,29.17132878,
2753,5641,6324,5905,6216,5813,5899,5296,5018,3265,3012,2712,2503,2520,2265,2290,2018,2040,2280,2143,3525,4817,5265,5231,0,-27.97663532,27.7844684,
2762,4924,4060,4451,4232,5278,5663,4930,4429,3516,3160,2822,2419,2525,2198,2141,2030,2107,2175,2258,3317,3430,4301,4056,0,-28.08947469,27.58564557,
2768,5954,5678,6149,6137,6869,6646,6393,5496,4979,4655,3661,3333,2777,2675,2652,2629,2648,3347,4569,4855,5461,5258,5205,0,-30.74354511,29.43442488,
2769,6335,5993,7372,7359,7479,6954,5264,4893,4544,3602,3026,2868,2706,2601,2796,2627,2378,2307,2806,4222,3788,4560,5976,0,-28.60325087,29.29822264,
2775,4656,5427,5278,5849,6040,5052,4831,4597,4111,3853,3574,2971,2989,2895,2778,2500,2656,2556,2562,3135,3600,3728,4335,0,-30.69924074,28.82430243,
2776,6126,3148,6145,5422,7121,6863,7060,6976,6541,5872,4845,5079,4230,4313,4047,3286,3338,3127,4876,5825,5334,4189,5713,0,-29.1224229,31.4748398,
2785,6935,6416,6769,5765,6114,6658,5597,5101,4590,4443,4293,4310,3563,3277,3336,2966,3669,3509,3873,3067,5521,4641,6577,0,-28.47704346,31.41969219,
2789,5827,5241,6087,6054,6421,5704,5750,4992,4553,3964,3751,3572,3089,3072,2714,2588,2565,2922,3441,4935,4972,5172,6397,0,-30.46453273,29.92314389,
2790,6743,6561,6037,5315,6869,5891,6116,5674,5512,5023,4717,4521,4367,3861,4012,4434,3455,4350,3496,6006,5819,5731,5303,0,-30.75782809,30.36203904,
2792,4617,5451,5688,6078,6696,6283,4493,3509,2979,2633,2854,2239,2181,2168,2210,2103,2085,2079,2092,2011,3114,4091,4496,2,-27.10667618,27.58509536,
2797,5677,4583,6351,5623,5424,5191,4691,4395,3845,2795,2711,2546,2265,2194,2242,2158,2214,2180,2659,3833,4970,5682,6061,0,-27.1559998,29.93404619,
2806,4712,4709,4544,4219,5110,5578,5033,4670,4161,3214,3101,2873,2569,2535,2557,2419,2766,2774,3070,4003,4517,4068,5021,0,-26.86999227,29.6366016,
2810,3389,4117,5786,5401,6322,6205,4834,4233,3587,2955,2591,2278,2411,2274,2325,2014,2206,2071,2152,2489,2810,4021,3674,0,-28.94459217,27.95696825,
2813,7202,5891,7032,6367,6577,6871,5458,4777,4527,3716,3678,3373,3116,2716,2705,2476,2683,2588,2886,3975,4824,4769,6287,0,-26.68101915,28.72672298,
2822,5872,7130,6658,6615,7174,6912,6727,6131,5571,4963,4204,3811,3824,3370,3213,3053,2721,3106,3847,4155,5145,5071,6783,0,-30.82441701,29.4606442,
2828,5819,7028,6307,5690,6536,6088,6208,6274,6371,5291,4485,3695,2982,2266,3494,3011,3268,3840,4713,5983,6454,4691,7266,0,-30.92384301,29.79225561,
2831,7424,6648,6564,6064,5952,5703,5256,4531,3788,3282,3016,2640,2538,2550,2306,2371,2359,2658,2840,4350,4149,3808,5225,0,-27.97512288,28.73810752,
2840,6952,6863,6864,7040,7165,7104,6907,6922,6284,6370,4895,4309,3971,3528,3452,3266,3168,3046,4275,4382,6246,5640,6909,0,-26.79024407,31.35273692,
2844,5874,5843,5932,5367,6706,6428,6626,5912,5907,5373,5064,4486,4577,4322,4128,4033,3316,3421,4850,5355,5083,3740,5535,0,-29.12228791,31.50073997,
2848,3273,3039,3417,4056,4109,4398,3608,3837,3221,2704,2572,2294,2248,2155,2274,2043,2050,2079,2171,2298,2908,2694,2710,0,-30.2319656,27.46343572,
2856,5808,5409,6019,6651,6762,6923,7028,6651,6232,6405,5285,5902,5259,4896,4511,3805,3861,3857,5280,4558,5743,5083,4722,0,-28.08591025,32.34550713,
2858,4812,5691,6807,6064,6449,6091,5128,4716,3932,3559,3244,2703,2663,2391,2624,2471,2656,2748,2922,4073,4948,4268,4530,0,-28.81353165,28.17248006,
2872,3973,3747,4528,5177,5500,4239,3945,3516,2819,2451,2350,2110,2066,2005,2024,1973,1901,1885,1873,2953,3110,3972,4109,0,-30.04838254,28.28172104,
2881,6528,5916,6960,6873,5878,6813,6352,5980,5383,4873,4685,4054,3640,3565,3344,3200,2894,3193,4657,4682,6046,6017,6746,0,-28.31548088,30.40993009,
2882,4938,4639,5385,6254,6185,5431,4969,4742,3416,3288,2734,2511,2393,2144,2651,2211,2252,2453,2614,3741,4122,4561,4629,0,-28.87547683,27.95758491,
2885,5146,4735,5325,4853,5589,5740,5108,5088,4499,3930,3774,3427,3227,3286,2699,2652,2483,2774,3930,3964,3881,3293,4715,0,-27.94184439,31.45935102,
2889,6761,6511,6738,6909,6787,6707,7137,6817,6059,6140,5336,5562,4863,4051,3923,4749,4756,3981,5278,5665,6882,4841,6124,0,-28.49763487,31.41023952,
2892,3896,3967,6302,6025,5305,5435,4089,3726,3108,2487,2267,2034,2147,2250,2077,2010,1984,2122,2532,2646,3095,3114,4403,2,-27.59125178,28.32319568,
2911,5316,4942,7525,6439,7857,7156,6125,5214,3279,2969,2954,2403,2367,2326,2260,2115,2159,2215,2607,4403,3652,2595,6545,0,-27.67348676,28.46877311,
2924,5713,7498,7383,8297,8077,7784,8512,8123,8034,8113,7661,8107,7218,6699,7477,7618,6447,5938,6120,6912,6744,6499,6013,0,-28.63718291,32.21850423,
2925,5657,4642,5720,4774,5621,6194,5539,5077,4159,3613,3214,2843,2470,2593,2492,2682,2193,2528,2170,3057,3990,3568,5201,0,-28.46384087,30.85546197,
2928,6883,7146,7130,6720,7141,7145,6980,6961,7034,6432,4973,5825,4884,4699,4889,5077,4692,4817,5319,5490,6477,5627,7378,0,-28.85708928,31.76877727,
2931,5894,6791,7371,7108,6456,5280,4851,3436,3262,2681,2861,2532,2524,2276,2292,2208,2192,2412,2371,3230,5726,3970,7171,2,-27.85136199,28.26073025,
2933,8225,8521,8015,7604,6539,4691,3429,3196,3166,4716,5011,6152,6648,5893,6614,4992,3359,2969,2574,3237,3523,2832,7885,0,-28.530967,29.40721454,
2934,6417,5380,6174,5998,6487,6552,5965,5702,4698,4575,4428,3804,3576,3653,3392,3233,3263,3268,3737,4544,4982,4523,6792,0,-27.13999299,31.3009781,
2937,5247,5049,5430,4803,5545,5578,4565,3928,3802,3149,2912,2604,2422,2141,2287,2089,2040,2364,2806,3177,3885,3588,4590,0,-27.97529424,30.22274834,
2939,7384,5760,6831,6186,5969,5713,6031,5857,4163,3504,3559,3037,2928,2569,2683,2535,2586,2650,3109,3408,6990,6280,7181,0,-26.61278743,29.88012726,
2951,5008,5663,6068,6055,6401,5663,5346,4622,3763,3239,2997,2693,2890,2516,2691,2392,2508,2651,2490,3234,3286,2991,3591,0,-28.74236662,28.28128104,
2958,7013,6632,7084,6572,6646,6132,5979,5109,4775,4295,3747,3280,2944,2813,2736,2596,2601,2546,3293,3593,3525,2889,5869,0,-30.76731378,29.06882443,
2968,4828,3953,5274,4179,5855,4916,4865,3873,3726,2926,2936,2917,2431,2574,2201,2348,2251,2184,2615,3252,3581,3549,3506,0,-28.36700497,30.18238672,
2973,6223,5467,6340,5640,6125,6328,5629,5539,4830,4394,3955,4171,3792,3243,3072,2807,2825,3453,4594,4279,4213,3728,3618,0,-28.33212601,32.12428197,
2985,4740,4632,4820,5126,5740,5473,4898,4719,4000,3535,2988,2807,2756,2556,2491,2395,2361,2359,2439,4176,4511,4169,4445,0,-26.44240397,28.04416066,
2987,7755,6844,7234,6620,7473,7557,7177,7245,7755,6849,6783,6084,5756,5012,5249,4775,4069,4582,5652,6390,6168,5209,5906,0,-29.12082907,31.58489917,
2994,4649,5292,5023,5140,5477,5089,4599,4499,3707,3263,3122,2864,2661,2660,2562,2536,2588,2473,2466,3410,3293,3912,4431,0,-30.05271143,28.83980883,
2997,6544,7050,7458,6675,7039,6729,6747,6512,5373,5535,5164,4309,4421,4566,3889,3939,3849,4815,4409,6508,6385,5296,6232,0,-31.1733401,29.99281164,
3009,5948,5707,5778,5866,6119,5847,5390,5071,4776,4369,3935,3456,3235,3036,3007,2919,3009,3137,3632,4185,5231,5164,6028,0,-26.46866044,30.43454174,
3012,5801,5548,5429,5631,6460,6313,5152,4595,3425,2822,2582,2322,2315,2154,2173,2099,2126,2848,3311,3877,4353,5470,5037,0,-26.9263373,28.56946652,
3020,7301,7165,7265,7509,7577,7698,7144,7616,7193,7774,6510,6706,6700,6630,6292,5973,5811,6549,6021,6463,6866,6426,6570,0,-29.03070597,30.7280193,
3042,5568,6367,5710,5393,5690,5546,5166,4653,3802,3031,3032,2541,2541,2196,2076,2088,2066,2430,3071,4683,5114,4730,5724,0,-27.72169358,27.92273879,
3044,4516,4858,5122,5360,5132,4643,3994,3626,2941,2701,2466,2380,2329,2190,2409,1959,1936,2144,2621,2871,3112,3324,3795,0,-29.65368796,28.70941301,
3047,6132,5878,5553,5753,5895,4988,4305,3727,3308,2968,3008,2960,2532,2319,2484,2373,2188,2285,2278,3133,3345,3567,5049,0,-29.6273819,28.70382904,
3049,6873,7028,6808,6998,7757,7534,7093,7339,7500,7377,6518,5833,5243,5411,5782,5302,4933,5696,6212,6433,6124,6314,6888,0,-29.08625342,31.62777143,
3051,4712,5850,5250,5622,6270,5293,5003,4866,4415,3732,3403,3199,2709,2800,2664,2536,2443,2380,2242,2503,3484,3624,4372,0,-30.54120797,28.69088272,
3053,5852,6709,5355,5607,6423,6127,5103,4883,3732,3426,2815,2568,2460,2352,2435,2222,2400,3393,4166,4977,5347,4675,5535,0,-26.63880303,27.58660686,
3056,7703,7446,7928,7242,7347,6968,6606,6058,4363,3655,3352,3345,2839,2855,2863,2696,2811,2625,3147,4595,5111,5857,6663,0,-30.1166303,29.34887611,
3060,6643,5756,6934,6617,8365,8197,8152,7440,4813,3261,3031,2512,2300,2396,2614,4865,5183,4681,5852,4340,6164,4111,7112,0,-29.10540416,30.67907565,
3063,4598,5017,5100,4859,5139,5176,4682,5244,4945,3899,3484,3393,2861,2785,2619,2497,2260,2397,3642,5107,3703,4132,5313,0,-30.44943451,29.98626972,
3068,5783,6231,6293,6740,7235,7515,6368,5263,4454,4705,3585,3880,3459,2497,2993,2814,2492,2913,3106,3833,4522,5498,6788,0,-26.45102605,31.23904933,
3072,4311,3598,3523,3377,4290,4362,4093,3839,3273,2977,2702,2506,2502,2202,2043,1993,1994,2102,2783,3052,3640,3328,4154,0,-28.21370992,31.00676224,
3073,3450,3178,4094,3902,6672,6625,5749,5151,3652,2906,2794,2505,2551,2416,2497,2301,2174,2483,2536,3188,2902,2990,4923,0,-27.66201776,28.57375495,
3077,6837,7140,7872,7256,7281,6328,5833,5604,3689,3088,3000,2552,2200,2204,2322,1957,1926,2079,2497,2269,3574,4586,3581,0,-26.92002963,28.03867267,
3081,5880,5352,5981,4932,6093,5740,5527,5158,4958,3522,3352,2646,2554,2710,2614,2410,2273,2475,3326,3721,4595,3576,4992,0,-29.41093819,30.54322444,
3087,6397,6804,6680,6797,6694,6619,6569,6301,5539,4933,4247,3407,2988,2841,2925,3490,2886,3180,4241,5575,6203,5965,6440,0,-31.08034987,29.54003,
3094,6568,5116,6470,5547,6317,6453,6776,5990,4779,4298,4222,4649,3740,3734,3458,2486,2662,3096,3464,4276,4264,4139,4966,0,-27.96737433,32.20493129,
3096,7159,7997,6341,6455,7059,7117,7146,6786,5671,5524,5028,4019,3894,3262,3393,2988,2910,2936,4118,4636,5990,6303,7491,0,-26.4873848,31.70703374,
3100,4942,5466,6051,5359,6064,6120,3537,3701,3561,2820,2606,2409,2439,2251,2113,2185,2078,2314,2224,2451,3839,4335,5235,2,-27.1263014,28.12582388,
3104,5423,5511,5385,4926,6435,6352,5613,4903,3988,3165,2999,2576,2759,2386,2285,2247,2106,2401,2568,2861,5036,4530,6046,0,-27.56004733,28.33495767,
3109,7195,7379,7389,7192,7524,7117,6496,6431,5659,5492,4867,4062,3986,3640,3214,3004,2514,3642,5065,5017,5706,5318,6605,0,-28.30862786,31.23433133,
3121,7273,6872,7573,6882,6726,6301,5970,4414,3276,2935,2765,2506,2440,2412,2215,2260,2174,2371,2574,3848,3999,3446,6328,2,-27.15490031,29.30325366,
3133,5600,5787,6330,5457,6134,5907,4601,4476,4127,3480,3142,2761,2855,2548,2544,2581,2470,2420,2758,3930,3729,3844,4845,0,-31.15260796,28.78451342,
3138,7486,7141,7691,7154,7327,7146,5800,4934,4795,4553,3614,3205,3228,3015,2688,2802,2699,3425,4264,4871,7056,5440,6738,0,-28.71860123,31.28463217,
3143,5540,6290,6183,6031,6273,6497,6149,6006,5141,4613,4175,3982,4059,3800,4051,3694,2969,3091,4074,4354,5455,5644,6836,0,-26.55813545,31.05737336,
3154,5164,6621,7500,7715,7782,7486,6652,5457,4230,3557,2732,2981,2781,2980,2814,2408,2197,2336,3046,3473,4425,5942,6955,0,-27.0207809,30.09878391,
3155,5984,6994,7368,6733,6791,6506,5194,3415,3061,2768,2662,2513,2324,2207,2211,1921,1992,2441,2517,3788,3532,3813,5004,0,-27.67100565,28.88778708,
3162,6622,6338,7355,7068,6676,6110,5691,5042,3836,3473,3272,3004,3160,2848,2938,2499,2603,3010,3916,4852,5083,5508,6364,0,-29.05131666,28.52031207,
3168,5059,4000,4017,4045,4777,4666,4675,4235,3445,2891,2786,2839,2281,2356,2512,2056,1980,2415,2500,3023,2932,3119,4887,0,-28.62659405,30.43520718,
3171,5613,5306,5874,5973,6501,5857,5206,5326,4073,3804,3576,3111,2791,2795,2718,2694,3055,3036,3440,4667,4908,4677,5868,0,-28.35736433,30.07420444,
3172,4232,5081,7755,7423,7900,6924,6668,4876,3167,3031,2819,2650,2743,2520,2266,2132,2270,2167,2022,3310,2528,3046,5717,2,-27.93739591,28.67603738,
3175,6407,6509,7118,7680,7007,7386,6495,7111,5837,6325,5684,5597,4959,4803,3896,4888,4390,2887,4375,5262,4709,5304,7061,0,-26.75601332,31.17985773,
3178,7063,7022,6605,6737,7139,6851,6897,7430,6651,6862,6307,6593,5726,5599,5996,5853,5768,5424,7040,7651,6882,6271,7184,0,-31.00849536,30.1802261,
3184,7460,7762,6947,7529,7847,6886,5590,4772,4173,3302,3180,2717,2645,2548,2612,2256,2593,3095,4157,6168,6861,7128,7677,0,-30.09577451,29.23006001,
3187,3243,4211,6260,5642,7124,7241,6512,5244,3930,3312,2939,2590,2532,2416,2069,2183,1980,2146,2176,2281,2952,3646,3348,0,-28.5555121,27.55076166,
3191,3829,4214,4742,5062,5366,5650,5023,4796,3768,3097,2774,2412,2332,2233,2587,2062,2493,2604,2637,3329,3817,3575,3967,0,-29.72468353,27.39645348,
3202,7586,7497,7476,7867,7451,7227,6880,7138,6538,6009,6211,5516,4657,3745,4213,4887,3900,4876,5760,5049,7334,7435,7558,0,-26.69655189,31.23021775,
3204,4418,3828,4950,4626,4947,4719,4978,4149,3480,3247,3295,2858,2611,2284,2655,2310,2123,2011,3166,2872,3708,3710,4894,0,-28.2603684,30.74648769,
3210,7564,6719,7278,6556,7579,6971,5586,4948,3767,3504,3349,3029,2833,2726,2805,2608,2743,2867,2768,5252,4462,4234,4952,0,-26.44258692,27.49772286,
3224,6622,6191,6753,6296,6071,5636,5459,4781,3908,3374,3155,2781,2834,2666,2778,2672,2790,3180,3467,4104,4466,4961,6333,0,-28.11602891,30.34296692,
